image_path,filename,cluster_id
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__017.jpg,FDMTL_25-26aw_2_3__017.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__019.jpg,FDMTL_25-26aw_2_3__019.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__020.jpg,FDMTL_25-26aw_2_3__020.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__022.jpg,FDMTL_25-26aw_2_3__022.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__023.jpg,FDMTL_25-26aw_2_3__023.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/FDMTL_25-26aw_2_3__030.jpg,FDMTL_25-26aw_2_3__030.jpg,3
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_002.jpg,Graphpaper_25-26AW_mens_002.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_003.jpg,Graphpaper_25-26AW_mens_003.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_004.jpg,Graphpaper_25-26AW_mens_004.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_005.jpg,Graphpaper_25-26AW_mens_005.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_007.jpg,Graphpaper_25-26AW_mens_007.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_008.jpg,Graphpaper_25-26AW_mens_008.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_009.jpg,Graphpaper_25-26AW_mens_009.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_010.jpg,Graphpaper_25-26AW_mens_010.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_011.jpg,Graphpaper_25-26AW_mens_011.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_012.jpg,Graphpaper_25-26AW_mens_012.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_013.jpg,Graphpaper_25-26AW_mens_013.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_014.jpg,Graphpaper_25-26AW_mens_014.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_015.jpg,Graphpaper_25-26AW_mens_015.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_016.jpg,Graphpaper_25-26AW_mens_016.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_017.jpg,Graphpaper_25-26AW_mens_017.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_018.jpg,Graphpaper_25-26AW_mens_018.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_019.jpg,Graphpaper_25-26AW_mens_019.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_020.jpg,Graphpaper_25-26AW_mens_020.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_021.jpg,Graphpaper_25-26AW_mens_021.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/Graphpaper_25-26AW_mens_022.jpg,Graphpaper_25-26AW_mens_022.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/HSs.jpg,HSs.jpg,5
/Users/qingfengliu/Desktop/fashion-pic/HUF_25winter-006.jpg,HUF_25winter-006.jpg,14
/Users/qingfengliu/Desktop/fashion-pic/IHA.jpg,IHA.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/INTERIM_25-26aw-002.jpg,INTERIM_25-26aw-002.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/INTERIM_25-26aw-003.jpg,INTERIM_25-26aw-003.jpg,20
/Users/qingfengliu/Desktop/fashion-pic/INTERIM_25-26aw-005.jpg,INTERIM_25-26aw-005.jpg,19
/Users/qingfengliu/Desktop/fashion-pic/INTERIM_25-26aw-022.jpg,INTERIM_25-26aw-022.jpg,19
/Users/qingfengliu/Desktop/fashion-pic/IO_25-26aw-048.jpg,IO_25-26aw-048.jpg,4
/Users/qingfengliu/Desktop/fashion-pic/IO_25-26aw-060.jpg,IO_25-26aw-060.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/IO_25-26aw-065.jpg,IO_25-26aw-065.jpg,6
/Users/qingfengliu/Desktop/fashion-pic/IO_25-26aw-071.jpg,IO_25-26aw-071.jpg,6
